DrugBank ID	HMDB ID	PTID_num	SMILES	T3DB ID
			OC1=CC=C(C=C1O)C1=COC2=CC(O)=C(O)C(O)=C2C1=O	
DB01224			OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12	
			OC1=CC=C(C=C1O)C1=COC2=C(O)C(O)=CC(O)=C2C1=O	
			CSC1=N[C](C)(C(=O)N1NC1=CC=CC=C1)C1=CC=CC=C1	T3D3836
			COC1=C(O)C2=C(OC(=CC2=O)C2=CC=C(O)C=C2)C=C1O	
	HMDB41714		OC1=CC(C=CC2=CC=C(OS(O)(=O)=O)C=C2)=CC(O)=C1	
			S([Sb](SC1=CC=CC=C1)SC1=CC=CC=C1)C1=CC=CC=C1	T3D1896
			OC1C=C(CC(OC(=O)C=CC2=CC=C(O)C=C2)C1O)C(O)=O	
			CC1=CC=CC(=C1)C1=NN=C(O1)C1=CC=CC2=C1C=CC=C2	
			CSC1=CC=C(C=C1)C(C1=CC=C(SC)C=C1)C(Cl)(Cl)Cl	T3D0616
			COC1=C(O)C2=C(OC=C(C2=O)C2=CC=C(O)C=C2)C=C1O	
		1071	C=CCCCOC(C(CC)N(CC1=CC=CO1)C(N2C=CN=C2)=O)=O	
			BrC1=CC(Br)=C(Br)C(=C1)C1=C(Br)C=CC(Br)=C1Br	T3D1924
		54	C1C2C(C(C(CCl)(C2(CCl)C(Cl)Cl)C1(Cl)Cl)Cl)Cl	
			ClC1=CC2=C(OC3=C(Cl)C=CC(Cl)=C3O2)C(Cl)=C1Cl	T3D2100
		1203	CCOC(C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O)=O	
			ClC1=CC=CC(=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl	T3D0549
			BrC1=CC(=CC(Br)=C1Br)C1=CC(Br)=C(Br)C(Br)=C1	T3D1976
DB13165			C[CH]1CNCCCN1S(=O)(=O)C1=C2C(F)=CN=CC2=CC=C1	
		1189	C1C2C(C(C(CCl)(C2(CCl)C(Cl)Cl)C1(Cl)Cl)Cl)Cl	
			ClC1=CC(=CC(Cl)=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl	
			CCOC(=O)CCN(CC1=CC=CC=C1)SN(C)C(=O)ON=C(C)SC	T3D0916
			ClC1=CC(Cl)=C2OC3=C(Cl)C(Cl)=CC(Cl)=C3OC2=C1	T3D2103
			ClC1=CC(Cl)=C(C(Cl)=C1)C1=C(Cl)C=C(Cl)C=C1Cl	
	HMDB41784		OC1=CC(C=CC2=CC=C(OS(O)(=O)=O)C=C2)=CC(O)=C1	
			OC1=CC(C=CC2=CC=C(OS(O)(=O)=O)C=C2)=CC(O)=C1	
			OC1=CC(C=CC2=CC=C(OS(O)(=O)=O)C=C2)=CC(O)=C1	
		995	CC(C)OC1=CC=CC(=C1)N=C(C2=CC=CC=C2C(F)(F)F)O	
			CCCCCCCCCCCCCCCCCCOC(=O)CC(O)(CC(O)=O)C(O)=O	
			CCC(C)NC1=C(C=C(C=C1N(=O)=O)C(C)(C)C)N(=O)=O	T3D4480
		95	CC(=C(C(=O)OC(C)C1=CC=CC=C1)[H])OP(=O)(OC)OC	
		61	CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC=2CC(C)(C)OC21	
		462	CCC(C)NC1=C(C=C(C=C1N(=O)=O)C(C)(C)C)N(=O)=O	
		1354	CCC(C)NC1=C(C=C(C=C1N(=O)=O)C(C)(C)C)N(=O)=O	
		675	CN(C)C=1C=NN(C2=CC=CC(=C2)C(F)(F)F)C(C1Cl)=O	
			ClC1C2OC2C2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl	T3D0046
			ClC1C2OC2C2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl	
			OC1=CC=C(C=CC2=CC(O)=CC(OS(O)(=O)=O)=C2)C=C1	
	HMDB32127		ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl	
			OC1=CC=C(C=CC2=CC(O)=CC(OS(O)(=O)=O)=C2)C=C1	
			CC1=CCC[C]2(C)O[CH]2[CH]2OC(=O)C(=C)[CH]2CC1	
			BrC1=CC(=CC(Br)=C1)C1=CC(Br)=C(Br)C(Br)=C1Br	T3D1938
			CC1(CCC2C(=C1)C(O)CC1C2(C)CCCC1(C)C(O)=O)C=C	
			ClC1=CC(Cl)=C(C(Cl)=C1)C1=C(Cl)C=CC(Cl)=C1Cl	T3D0539
DB08994			OCCN(CCO)C1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1	
			BrC1=CC(Br)=C(Br)C(=C1)C1=CC=C(Br)C(Br)=C1Br	T3D2006
		9	CCOC(CCN(CC1=CC=CC=C1)SN(C)C(=O)ON=C(C)SC)=O	
		1424	CCOC(CCN(CC1=CC=CC=C1)SN(C)C(=O)ON=C(C)SC)=O	
			BrC1=CC(Br)=C(Br)C(=C1)C1=CC(Br)=CC(Br)=C1Br	T3D1958
			ClC1=CC=C(Cl)C(=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl	
			ClC1=CC2=C(OC3=C(Cl)C(Cl)=C(Cl)C=C3O2)C=C1Cl	
		320	CCOC(C1=CN2C(=CC(=N2)OP(OCC)(OCC)=S)N=C1C)=O	
		1102	CCOC(C1=CN2C(=CC(=N2)OP(OCC)(OCC)=S)N=C1C)=O	
			ClC1=CC(Cl)=C(Cl)C(=C1)C1=C(Cl)C=CC(Cl)=C1Cl	T3D0524
DB06480			COCCCN1CCC(CC1)NC(=O)C1=C2OCCC2=C(N)C(Cl)=C1	
			[H][C]1(CC=C(C)C2([H])CCC(C)(O)CC12[H])C(C)C	
			ClC1=CC(Cl)=C(Cl)C(=C1)C1=CC(Cl)=CC(Cl)=C1Cl	
			OC1=CC(O)=C2C(=O)C(COC2=C1)C1=CC(O)=C(O)C=C1	
		217	C1=CC2CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl	
			ClC1=CC=C(Cl)C2=C1OC1=C(Cl)C=C(Cl)C(Cl)=C1O2	T3D2097
DB00433			CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1	
			ClC1=CC(=CC(Cl)=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl	T3D0550
		823	CCC(=C1C(CC(CC1=O)C2=C(C)C=C(C)C=C2C)=O)NOCC	
			CCCOCC(=NC1=C(C=C(Cl)C=C1)C(F)(F)F)N1C=CN=C1	T3D4547
			OC(=N)CCCNC(C1=CC=C(Cl)C=C1)=C1C=C(F)C=CC1=O	T3D2908
		938	CC=1C=CC(C)=C(C1)OCC2=CC=CC=C2C(C(=NC)O)=NOC	
			ClC1=CC=C(C(Cl)=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl	T3D0526
			ClC1=CC2=C(C=C1)N(CC#C)C(=O)CN=C2C1=CC=CC=C1	T3D4586
		1498	CC(CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O)=O	
			COC1=C2C=CC(=O)OC2=C(OCC(O)C(C)=C)C2=C1C=CO2	
			ClC1=CC=C(C(Cl)=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl	
			ClC1=CC=C(C(Cl)=C1)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl	T3D0536
DB00333			CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1	
			[H][C](C)(CN1CC(O)=NC(=O)C1)N1CC(O)=NC(=O)C1	T3D2771
DB08954			CC(C(O)C1=CC=C(O)C=C1)N1CCC(CC2=CC=CC=C2)CC1	
			CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O	T3D4564
		253	COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl	
DB06814			CC(CC1=CC=C2OCOC2=C1)NCC(O)C1=CC=C(O)C(O)=C1	
			OC[CH]1O[CH](OP(O)(O)=O)[CH](O)[CH](O)[CH]1O	
		12	C1=CC2CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl	
			OC[CH]1O[CH](OP(O)(O)=O)[CH](O)[CH](O)[CH]1O	
DB00349			CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O	
		1361	CCCC[P+](CCCC)(CCCC)CC=1C=CC(=CC1Cl)Cl.[Cl-]	
			ClC1=CC(Cl)=C(Cl)C(=C1)C1=CC(Cl)=C(Cl)C=C1Cl	T3D0535
DB00349			CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O	
DB06654			C[CH](NCC1=CC=C(OCC2=CC(F)=CC=C2)C=C1)C(N)=O	
			CC1=C(C=C([N+])C=C1[N+]([O-])=O)[N+]([O-])=O	
			ClC1=CC(Cl)=C2OC3=CC(Cl)=C(Cl)C(Cl)=C3OC2=C1	T3D2101
			CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(=O)N1C=CN=C1	T3D3903
		1395	CCC(=C(CC1(C(CCC1=O)(CC(=O)O)[H])[H])[H])[H]	
		212	C#CCN1CC(N(COC(C2C(C=C(C)C)C2(C)C)=O)C1=O)=O	
			CCCCCCCCCCCCCCC(=O)OC(C)COC(=O)CCCCCCCCCCCCC	
			O[CH]1O[CH](COP(O)(O)=O)[CH](O)[CH](O)[CH]1O	
			ClC1=CC=C(C(Cl)=C1)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl	
			ClC1=CC=C(C(Cl)=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl	
			BrC1=CC=C(Br)C(=C1Br)C1=CC(Br)=C(Br)C(Br)=C1	T3D2007
DB00967			ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1	
			NC(=O)CCC(NC(=O)CC1=CNC2=C1C=CC=C2)C([O-])=O	
			CCON=C(CC)C1=C(O)CC(CC1=O)C1=C(C)C=C(C)C=C1C	T3D3935
			ClC1=CC=C(C(Cl)=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl	T3D0528
			ClC1=CC(Cl)=C(C=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1	
		204	C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl	
			[Mg++].CCCCCCCCCC([O-])=O.CCCCCCCCCC([O-])=O	
			CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O	T3D2567
			BrC1=CC=C(C(Br)=C1)C1=CC(Br)=C(Br)C(Br)=C1Br	T3D2002
			BrC1=CC=C(Br)C(=C1)C1=CC(Br)=C(Br)C(Br)=C1Br	T3D1937
		1222	C=1C=C(C=CC1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl	
			ClC1=CC(=CC(Cl)=C1)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl	T3D0554
DB05015			ONC(=O)C=CC1=CC=CC(=C1)S(=O)(=O)NC1=CC=CC=C1	
			CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1	T3D2719
DB00231			CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1	
			BrC1=CC=C(Br)C(=C1)C1=C(Br)C=C(Br)C(Br)=C1Br	T3D1925
		632	CC(C)C1(C)C(N=C(C2=C(C=C(C)C=N2)C(=O)O)N1)=O	
			BrC1=CC=C(Br)C(=C1)C1=C(Br)C(Br)=CC(Br)=C1Br	T3D1926
			OC1=C(Br)C(OC2=C(Br)C=C(Br)C=C2)=C(Br)C=C1Br	
		306	C=1C=C(C=CC1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl	
			ClC1=CC(Cl)=C(Cl)C(=C1)C1=CC(Cl)=CC(Cl)=C1Cl	T3D0522
DB04878			OCC(CO)N[CH]1C[C](O)(CO)[CH](O)[CH](O)[CH]1O	
		867	CCCCCCCCCCCCC1=CC=C(C=C1)S(O)(=O)=O.C2COCCN2	
		110	C=1C=C(C=CC1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl	
DB06193			NCCNC1=CC=C(NCCN)C2=C1C(=O)C1=C(C=NC=C1)C2=O	
		1384	CC(C)C(C1=CC=C(C=C1)OC(F)(F)F)(C2=CN=CN=C2)O	
DB09496			[H]C(=C([H])C1=CC=C(OC)C=C1)C(=O)OCC(CC)CCCC	
			COC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(OC)C=C2O	
			OC1=CC=C(C=C1)C1=[O+]C2=C(C=C1)C(O)=CC(O)=C2	
			ClC1=CC=C2OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3OC2=C1	T3D2092
			CC(C)(O)C(O)=NC1=CC(=C(C=C1)N(=O)=O)C(F)(F)F	T3D4993
DB00727			[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O	
			ClC1=CC(=CC(Cl)=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl	T3D0548
DB00141			[H]C(=O)[CH](NC(C)=O)[CH](O)[CH](O)[CH](O)CO	
DB00141			[H]C(=O)[CH](NC(C)=O)[CH](O)[CH](O)[CH](O)CO	
		1162	CCC(C)(C(CCl)=O)N=C(C1=CC(=C(C)C(=C1)Cl)Cl)O	
			[Br-].[Br-].C1C[N+]2=CC=CC=C2C2=CC=CC=[N+]12	T3D4498
			ClC1=CC(Cl)=C2OC3=C(OC2=C1)C=C(Cl)C(Cl)=C3Cl	T3D2099
			CC1=CC2OC3C(O)C(O)C(C)(C33CO3)C2(CO)C(O)C1=O	T3D3674
DB01239			[H]C(CCN(C)C)=C1C2=CC(Cl)=CC=C2SC2=C1C=CC=C2	
			CC(C)[C](O)([CH](C)O)C(=O)OCC1=CCN2CCC[CH]12	
			BrC1=CC(Br)=C(C=C1Br)C1=CC(Br)=C(Br)C(Br)=C1	T3D1987
DB00813			CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1	
			CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1	T3D2898
DB06729			NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NN1C1=CC=CC=C1	
DB00813			CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1	
			ClC1=CC=C(Cl)C(=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1	
DB00854			[H][C]12CCCC[C]11CCN(C)[CH]2CC2=C1C=C(O)C=C2	
			ClC1=CC=C(Cl)C(=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1	T3D0553
			CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F	T3D2813
DB00508			CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F	
			CC1=C(C)C(=C(C(=C1C)N(=O)=O)C(C)(C)C)N(=O)=O	
			OCC1OC(SC(CCC=C)=NOS([O-])(=O)=O)C(O)C(O)C1O	
DB00811			NC(=O)C1=NN(C=N1)[CH]1O[CH](CO)[CH](O)[CH]1O	
			[H][C]([NH3+])(CO)[C]([H])(O)CCCCCCCCCCCCCCC	
			COC1=C(C=CC(CO)=C1O)C1COC2=C(C=CC(O)=C2)C1=O	
			O[CH](COP(O)(O)=O)[CH](O)[CH](O)CC(=O)C(O)=O	
			ClC1=CC=C(Cl)C(=C1)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl	T3D0540
DB09138			O.O.[98Tc+4].[O-]P([O-])(=O)CP([O-])([O-])=O	
			NC1=C2N=CN(C3OC(COP(O)(O)=O)C(O)C3O)C2=NC=N1	
		1091	CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(N2C=CN=C2)=O	
			ClC1=CC(Cl)=C(C(Cl)=C1)C1=CC(Cl)=CC(Cl)=C1Cl	T3D0537
DB01553			ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1	
			ClC1=CC(Cl)=C(C(Cl)=C1)C1=CC=C(Cl)C(Cl)=C1Cl	T3D0529
		65	C(C1C(CCl)C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)Cl	
DB01525			[H][C]12CC[C]([H])([CH]([CH](O)C1)C(O)=O)N2C	
			ClC1=CC(Cl)=C(Cl)C(=C1)C1=CC=C(Cl)C(Cl)=C1Cl	T3D0519
			CCC(C)(N=C(O)C1=CC(Cl)=C(C)C(Cl)=C1)C(=O)CCl	T3D4550
	HMDB02326		OC1=CC2=C(C=C1)C1=C(O2)C2=C(OC1=O)C=C(O)C=C2	
			ClC1=CC(=CC(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1	
DB01006			N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N	
			CCC1=CC2=C(S1)N1C(C)=NN=C1CN=C2C1=CC=CC=C1Cl	T3D4584
DB09166			CCC1=CC2=C(S1)N1C(C)=NN=C1CN=C2C1=CC=CC=C1Cl	
			COC1=CC=C(C=C1)C(C1=CC=C(OC)C=C1)C(Cl)(Cl)Cl	T3D0061
			ClC1=CC(Cl)=C(Cl)C(=C1)C1=CC=C(Cl)C(Cl)=C1Cl	
			BrC1=CC=C(C(Br)=C1Br)C1=CC(Br)=C(Br)C(Br)=C1	T3D2011
		652	CCC(C)(CC)C=1C=C(NC(C2=C(C=CC=C2OC)OC)=O)ON1	
			ClC1=CC(Cl)=C(Cl)C(=C1)C1=CC(Cl)=C(Cl)C=C1Cl	
			CCC(C)(CC)C1=NOC(NC(=O)C2=C(OC)C=CC=C2OC)=C1	T3D3867
DB09071			[H][C]1(CN=C(O)CC)C[C]1([H])C1=C2CCOC2=CC=C1	
			ClC1=CC(=CC(Cl)=C1)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl	
			ClC1=C2OC3=C(Cl)C(Cl)=CC(Cl)=C3C2=C(Cl)C=C1	T3D2196
			ClC1=CC2=C(C=C1Cl)C1=CC(Cl)=C(Cl)C(Br)=C1O2	T3D2306
			COC1=C(O)C=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O	
			ClC1=C2C3=CC=C(Cl)C(Cl)=C3OC2=C(Cl)C(Cl)=C1	T3D2194
			ClC1=C2OC3=CC(Cl)=C(Cl)C=C3C2=C(Cl)C(Cl)=C1	T3D2178
			ClC1=C2OC3=CC(Cl)=C(Cl)C(Cl)=C3C2=C(Cl)C=C1	T3D2160
		771	CC1C=2C=CC=C(C2C(=O)O1)SC3=NC(=CC(=N3)OC)OC	
			[H]C1([H])OC([H])([H])C([H])([H])C1([H])[H]	
			ClC1=C2OC3=C(Cl)C=C(Cl)C(Cl)=C3C2=C(Cl)C=C1	T3D2176
		437	CC(C)OP(OC(C)C)(=S)SCCNS(C1=CC=CC=C1)(=O)=O	
			ClC1=C2OC3=C(Cl)C(Cl)=CC=C3C2=C(Cl)C(Cl)=C1	T3D2173
			ClC1=CC(Cl)=C2OC3=C(Cl)C=C(Cl)C(Cl)=C3C2=C1	T3D2175
			ClC1=CC(Cl)=C2OC3=C(Cl)C(Cl)=C(Cl)C=C3C2=C1	T3D2232
			[H][C](C(=O)OC)(C1=CC=CC=C1)[C]1([H])CCCCN1	T3D4563
			CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1	T3D3797
			ClC1=CC=C2OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3C2=C1	T3D2150
			[H]C1=C([H])C(C)(C)CC2OC2(C)CCC([H])=C(C)C1	
			ClC1=C2OC3=CC=C(Cl)C(Cl)=C3C2=C(Cl)C(Cl)=C1	T3D2181
	HMDB05781		COC1=C(O)C=C2OC=C(C(=O)C2=C1)C1=CC=C(O)C=C1	
DB00577			CC(C)[CH](N)C(=O)OCCOCN1C=NC2=C1NC(N)=NC2=O	
			CC(C=CC=C(C)C=CC1=C(C)C[CH](O)CC1(C)C)=CC=O	
			Cl.CC(CCC1=CC=C(O)C=C1)NCC(O)C1=CC=C(O)C=C1	
			ClC1=CC(Cl)=C2OC3=CC(Cl)=C(Cl)C(Cl)=C3C2=C1	T3D2159
			ClC1=CC(Cl)=C2OC3=C(Cl)C(Cl)=CC(Cl)=C3C2=C1	T3D2195
			COC1=C(O)C=C2C(OC(=O)C=C2C2=CC(O)=CC=C2)=C1	
			ClC1=C2OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3C2=CC=C1	T3D2142
			[NH3+]C(CC1(C=CC(O)C=C1)C([O-])=O)C([O-])=O	
			ClC1=C2C3=CC(Cl)=C(Cl)C=C3OC2=C(Cl)C(Cl)=C1	T3D2198
			[N+]C(CSC(CC1=CC=CC=C1)=NO)C(=O)NCC([O-])=O	
			[H]OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H]	
			[H]OC(=O)C([H])([H])N([H])C(=N[H])N([H])[H]	
			COC1=CC=C2CC3N(C)CCC45C(OC1=C24)C(=O)CC=C35	
			OC1=C(Cl)C(Cl)=C(Cl)C(C2=CC=CC(Cl)=C2)=C1Cl	
		649	CCCN(CCC)C1=C(C=C(C=C1N(=O)=O)C(C)C)N(=O)=O	
DB00920			CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12	
		92	CCOP(OCC)(OC=1C=CC=2C(C)=C(C(=O)OC2C1)Cl)=S	
		1211	CCOP(OCC)(OC=1C=CC=2C(C)=C(C(=O)OC2C1)Cl)=S	
			N1C2=C(C3=C1C=CC1=CC=CC=C31)C1=CC=CC=C1C=C2	T3D4627
		1020	CC(C)C1CCC(CC2=CC=C(C=C2)Cl)C1(CN3C=NC=N3)O	
			OC1=C(Cl)C(=CC(Cl)=C1Cl)C1=CC=C(Cl)C(Cl)=C1	
	HMDB00030		[H][C]12CS[CH](CCCCC(O)=O)[C]1([H])NC(=O)N2	
DB06787			C[N+]1(C)CCN(CC(O)(C2CCCCC2)C2=CC=CC=C2)CC1	
DB00904			CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2	
		1256	CC(C)(C)C1=CC=C(C=C1)CCOC=2C3=CC=CC=C3N=CN2	
			COC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC=C(O)C=C1	
			[H][C]12CC[CH](C)[C]11C[CH](C(C)=CC1)C2(C)C	
			CN1C(C(O)C2=CC=CC=C2)C(C(O)C1=O)C1=CC=CC=C1	
		307	C#CCC1=C(C)C(CC1=O)OC(C2C(C=C(C)C)C2(C)C)=O	
			[H]C(CCCCC)=C([H])C(=O)CCC1=CC(OC)=C(O)C=C1	
DB00774			NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F	
		1074	CC(C)CC(C)C1=CC=CC=C1N=C(C=2C(C)=NN(C)C2F)O	
			CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(C)=O)OC(C)=O	
			OC1OC(COC(=O)CC2=CNC3=CC=CC=C23)C(O)C(O)C1O	
			[H]OC(=O)[C]([H])(N([H])[H])C([H])([H])S[H]	
DB00186			OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2	
			OC1N=C(C2=CC=CC=C2Cl)C2=C(C=CC(Cl)=C2)N=C1O	T3D2707
			CC12C3C(OC1=O)C=C1CC(C)(CCC1C3(C)CCC2=O)C=C	
DB01209			[H][C]12CC3=CC=C(O)C=C3[C](C)(CCCCC1)[CH]2N	
		935	CCC(C1=CC=C(C=C1)OC(F)F)NC=2C(=C(C)N=CN2)Cl	
			C[CH]1OC=C2C(=O)C(=C(O)O)C(=O)C(C)=C2[CH]1C	
			COC1=CC(O)=C(C=C1)C1(O)COC2=CC(O)=CC=C2C1=O	
			OC1=C(Cl)C=C(C=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1	
DB00821			CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1	
		887	CCC1(C(C)C1(Cl)Cl)C(=NC(C)C2=CC=C(C=C2)Cl)O	
DB06737			CC(C(O)=O)C1=CC=C2SC3=C(C=CC=C3)C(=O)CC2=C1	
			[H]O[C]1([H])C(=O)OC([H])([H])[C]1([H])O[H]	
			[H]O[C]1([H])C(=O)OC([H])([H])[C]1([H])O[H]	
			OC1=C(Cl)C=C(C2=CC=C(Cl)C(Cl)=C2)C(Cl)=C1Cl	
			CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2	T3D2779
DB00408			CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2	
DB00308			CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1	
DB00363			CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12	
		486	CC1=CC(=C(C(=C1)N(=O)=O)N(CCCl)CCCl)N(=O)=O	
		239	C(C(C(C(C(CO)(O)[H])(O)[H])(O)[H])(O)[H])=O	
DB01062			CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1	
			[H][C]1(CO)O[C](O)(CO)[C]([H])(O)[C]1([H])O	T3D4345
			CC1=CC[CH]2[CH](OC(=O)C2=C)[CH]2[CH]1CCC2=C	
DB01193			CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1	
			C1=CC2=CC3=CC4=CC5=CC=CC=C5C=C4C=C3C=C2C=C1	T3D0629
		709	C1(=C(C(C(C(C1=O)(Cl)Cl)(Cl)Cl)(Cl)Cl)Cl)Cl	
			OC1=CC=C(C=CC(=O)CC2=CC([O-])=CC(=O)O2)C=C1	
			CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC	
			CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC	T3D0076
DB00525			CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C1=CC=CC(C)=C1	
			COC1=CC(OC)=C(C=C1)C1COC2=C(C=CC(O)=C2)C1=O	
		872	C1=C(C=C(C(=C1Cl)O)SC2=CC(=CC(=C2O)Cl)Cl)Cl	
		1062	C1(=C(C(C(C(C1=O)(Cl)Cl)(Cl)Cl)(Cl)Cl)Cl)Cl	
DB11212			[K+].[K+].[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O	
DB00812			CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1	
DB00196			OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1	
DB01273			[H][C]12C[C]([H])(CNC1)C1=CC3=NC=CN=C3C=C21	
			OC1=CC=C(C=C1)C1=COC2=CC(O)=C(O)C(O)=C2C1=O	
			NC1=C2N=CN([CH]3C[CH](O)[CH](CO)O3)C2=NC=N1	T3D4958
			NC1=C(NC[CH](O)[CH](O)[CH](O)CO)NC(=O)NC1=O	
DB00918			CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2	
			CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2	T3D2931
			CC1(CCC2C(C)(CCC3C2(C)CCCC3(C)C(O)=O)O1)C=C	
			CC(C)=CCCC(C)=CCCC(C)=CCOP(O)(=O)OP(O)(O)=O	
		238	CC(C)(C)C=1C=C(C=C(C#N)C#N)C=C(C1O)C(C)(C)C	
DB04967			CCN(CC)CCNC1=C2C(=O)C3=CC=CC=C3SC2=C(C)C=C1	
			[H][C]12CC[CH](C)[C]11C[CH](C(=C)CC1)C2(C)C	
DB04876			OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCC[CH]1C#N	
